total_medals,Country_code,Country,year,gdp_per_capita_growth,under5_mortality,physicians_per_1000,life_expec_under5,population,urban_population_pct,log_population,log_medals
0.0,NRU,Nauru,2004,-4.32433795357886,35.3,0.99,59.346,10060.0,100.0,9.21632244365373,0.0
0.0,NRU,Nauru,2008,20.1318813068238,30.0,1.0,59.675,10009.0,100.0,9.211239967219019,0.0
4.0,NZL,New Zealand,1976,0.0397432614710453,17.7,1.3,72.4219512195122,3110500.0,82.8950647822556,14.95029404293721,1.6094379124341003
0.0,NZL,New Zealand,1980,1.1573581248127,15.6,1.6,72.8292682926829,3112900.0,83.4049903266551,14.9510653255541,0.0
11.0,NZL,New Zealand,1984,3.88995795101282,14.1,1.7,74.3707317073171,3227100.0,83.6888703735019,14.987094459088206,2.4849066497880004
13.0,NZL,New Zealand,1988,-0.626814136933348,12.4,1.9,74.4243902439024,3283400.0,84.2960211121073,15.004390028842554,2.6390573296152584
10.0,NZL,New Zealand,1992,0.0461709248823894,10.0,1.903,76.1243902439025,3531700.0,85.0806768441581,15.077289899386232,2.3978952727983707
6.0,NZL,New Zealand,1996,1.98496136384595,8.4,2.047,76.7878048780488,3732000.0,85.4708430476733,15.132454840949372,1.9459101490553132
4.0,NZL,New Zealand,2000,2.26739583876633,7.4,2.233,78.6365853658537,3857700.0,85.7059660456056,15.16558170892664,1.6094379124341003
5.0,NZL,New Zealand,2004,2.55242862499898,6.7,2.19,79.5487804878049,4087500.0,85.9017708294597,15.223444094187647,1.791759469228055
9.0,NZL,New Zealand,2008,-1.85355347358967,6.4,2.463,80.3512195121951,4259800.0,85.9144723093505,15.264732768786637,2.302585092994046
13.0,NZL,New Zealand,2012,1.80664874629129,6.0,2.713,81.4073170731707,4408100.0,85.777700676896,15.298954315582971,2.6390573296152584
18.0,NZL,New Zealand,2016,1.47418017961533,5.5,3.115,81.6585365853659,4714100.0,84.691365594,15.366068575660085,2.9444389791664403
1.0,PAK,Pakistan,1992,4.66648101392903,134.2,0.486,59.983,123546848.0,31.2258184044289,18.63213097813497,0.6931471805599453
0.0,PAK,Pakistan,1996,1.83880828653224,121.2,0.536,60.466,138557092.0,32.1402116675762,18.74679301526024,0.0
0.0,PAK,Pakistan,2000,1.35619796881565,108.1,0.593,61.903,154879127.0,33.0046884491535,18.858155544854753,0.0
0.0,PAK,Pakistan,2004,5.20245589475688,98.5,0.679,63.097,171286000.0,33.7441369568158,18.9588452319918,0.0
0.0,PAK,Pakistan,2008,-0.577212099008804,91.0,0.707,64.002,189499113.0,34.4460387735948,19.059894901737014,0.0
0.0,PAK,Pakistan,2012,1.08227196914481,82.7,0.775,64.883,207667125.0,35.2160229383731,19.151446995143782,0.0
0.0,PAK,Pakistan,2016,5.19506859858923,73.3,0.89,65.943,220138869.0,36.1597184900333,19.20976912790664,0.0
0.0,PAN,Panama,1984,0.337222276091524,37.5,1.021,70.403,2150782.0,51.0920195298521,14.581342054903656,0.0
0.0,PAN,Panama,1988,-15.2529185873359,32.4,1.793,70.945,2352848.0,52.8260211684007,14.671137067237893,0.0
0.0,PAN,Panama,1992,5.95973635976357,29.1,1.151,71.461,2561336.0,55.3376133253207,14.756039555326346,0.0
0.0,PAN,Panama,1996,1.99565817140169,27.7,1.213,72.199,2780227.0,59.2406037081197,14.838043137009517,0.0
0.0,PAN,Panama,2004,6.13442201164611,22.5,1.329,74.845,3251155.0,63.7553758418416,14.994520875787149,0.0
1.0,PAN,Panama,2008,8.20927222938532,19.7,1.387,75.937,3500648.0,64.8088713516952,15.068458652179961,0.6931471805599453
0.0,PAN,Panama,2012,7.70986516046257,17.7,1.603,76.877,3759256.0,65.2829468288151,15.139731623446337,0.0
0.0,PAN,Panama,2016,2.77979898980544,17.0,1.573,77.772,4029086.0,65.5971555296656,15.209050109192637,0.0
0.0,PER,Peru,1980,3.33267060592001,126.6,0.716,59.982,17360949.0,64.6999623364039,16.66973393160097,0.0
1.0,PER,Peru,1984,1.07540329810783,110.8,0.908,61.066,19174716.0,66.588333745864,16.76910309415615,0.6931471805599453
1.0,PER,Peru,1988,-11.4730434692984,89.2,0.965,62.995,21054702.0,68.1760079570505,16.86263446607026,0.6931471805599453
1.0,PER,Peru,1992,-2.54546849500791,72.0,1.03,65.031,22946340.0,69.7000538774584,16.948669004628815,0.6931471805599453
0.0,PER,Peru,2012,5.25513020005759,18.9,1.139,73.979,29550366.0,78.6488061451268,17.20160668752648,0.0
0.0,PER,Peru,2016,2.57623039728159,17.3,1.307,75.951,30866494.0,81.4192362241943,17.245181816980168,0.0
0.0,PNG,Papua New Guinea,2000,-5.80069881814661,71.9,0.05,61.609,5537064.0,13.2228772276955,15.526974954344047,0.0
0.0,PNG,Papua New Guinea,2008,-3.34540325323914,61.6,0.046,62.511,7183002.0,13.0185611592166,15.787227959492094,0.0
19.0,POL,Poland,1992,2.2010658533475,16.5,2.19,71.090243902439,38363667.0,61.4357163819024,17.462621397779795,2.995732273553991
17.0,POL,Poland,1996,6.01319811600105,13.2,2.368,72.2463414634146,38624370.0,61.6396786847836,17.469393982369553,2.8903717578961645
14.0,POL,Poland,2000,5.75502267661936,9.3,2.223,73.7487804878049,38258629.0,61.7459160613903,17.459879687565387,2.70805020110221
10.0,POL,Poland,2004,5.15230495657681,7.8,2.291,74.8463414634146,38182222.0,61.6555172559989,17.457880572577867,2.3978952727983707
10.0,POL,Poland,2008,4.36953645222033,6.7,2.169,75.5439024390244,38125759.0,61.1258760375274,17.456400700890406,2.3978952727983707
10.0,POL,Poland,2012,1.51202436704637,5.4,2.223,76.7463414634146,38063164.0,60.6341632788866,17.454757548274017,2.3978952727983707
11.0,POL,Poland,2016,3.07547528252388,4.8,2.397,77.8512195121951,37970087.0,60.2402284228997,17.45230922348795,2.4849066497880004
0.0,QAT,Qatar,1996,1.47482709329236,14.6,1.26,74.558,529019.0,95.3885119686424,13.17877962701964,0.0
0.0,QAT,Qatar,2008,-0.340739470062928,9.6,3.231,78.262,1426938.0,98.1295193937322,14.17104144772252,0.0
1.0,QAT,Qatar,2016,-2.45109169349175,7.5,2.751,82.147,2477113.0,98.9855265345423,14.722604327132201,0.6931471805599453
18.0,ROU,Romania,1992,-7.93923952826758,28.4,1.856,69.7843902439024,22794284.0,54.3130567791968,16.942020360739345,2.9444389791664403
19.0,ROU,Romania,1996,4.20752254376104,26.8,1.815,69.1048780487805,22619004.0,53.677523113411,16.93430099585258,2.995732273553991
26.0,ROU,Romania,2000,2.59397523199067,21.6,1.961,71.1634146341463,22442971.0,52.8619549004535,16.92648802735945,3.295836866004329
19.0,ROU,Romania,2004,11.0591132161949,19.4,2.25,71.5609756097561,21451748.0,52.9175295523808,16.881316691859514,2.995732273553991
8.0,ROU,Romania,2008,11.1442089014979,14.0,2.426,72.5658536585366,20537875.0,53.6297858153706,16.837781300442764,2.1972245773362196
9.0,ROU,Romania,2012,2.35828066727251,11.2,2.598,74.4121951219512,20058035.0,53.9563092496073,16.814140379568443,2.302585092994046
4.0,ROU,Romania,2016,3.45169541464914,8.5,2.83,75.209756097561,19702267.0,53.5528171972639,16.796244263229596,1.6094379124341003
63.0,RUS,Russian Federation,1996,-3.61497549497646,21.7,4.519,65.8541463414634,148160129.0,73.0623092651367,18.81380419954211,4.1588830833596715
89.0,RUS,Russian Federation,2000,10.4637091559227,19.4,4.636,65.4836585365854,146596869.0,73.1568222045898,18.803196989753555,4.499809670330265
90.0,RUS,Russian Federation,2004,7.63249118230908,15.0,4.74,65.4709756097561,144067316.0,73.3065795898438,18.785791220531397,4.51085950651685
72.0,RUS,Russian Federation,2008,5.24621001829865,11.3,4.894,67.9492682926829,142742366.0,73.4822463989258,18.776551926961808,4.290459441148391
82.0,RUS,Russian Federation,2012,3.76271915500016,9.9,4.003,70.0721951219512,143378447.0,73.97265625,18.780998174973107,4.418840607796598
56.0,RUS,Russian Federation,2016,-0.0904862004782103,7.5,3.964,71.6512195121951,145015460.0,74.3703138709243,18.792350915390923,4.04305126783455
0.0,RWA,Rwanda,2004,4.64511890543764,118.1,0.049,55.52,8816844.0,16.9020099536792,15.99217454081975,0.0
0.0,RWA,Rwanda,2008,8.27757420238298,76.2,0.052,60.641,9804269.0,16.9170867063804,16.098328461034228,0.0
0.0,RWA,Rwanda,2016,3.48878829333981,46.3,0.12,65.733,11919183.0,19.1213951786548,16.29365967698403,0.0
0.0,SEN,Senegal,1992,-1.47449734866765,135.0,0.068,57.287,8168395.0,39.3197068566225,15.915782997108876,0.0
0.0,SEN,Senegal,1996,-0.443182026754187,138.4,0.093,57.129,9067014.0,39.9664704533115,16.02015355068788,0.0
0.0,SEN,Senegal,2004,2.21660237161285,95.9,0.054,60.308,10975704.0,41.6248193895895,16.211194660654133,0.0
0.0,SEN,Senegal,2008,1.30518111750766,70.3,0.062,63.201,12048959.0,42.867747101036,16.30448882412761,0.0
0.0,SEN,Senegal,2016,3.23503572393487,51.1,0.077,66.724,15034521.0,47.0553579909929,16.52585951490158,0.0
0.0,SGP,Singapore,1988,8.47550112413526,9.1,1.111,74.6975609756098,2846108.0,100.0,14.861463004909117,0.0
0.0,SGP,Singapore,1992,3.48371824424044,6.3,1.348,75.9463414634146,3230698.0,100.0,14.988208770924006,0.0
0.0,SGP,Singapore,2000,7.16598820156491,3.8,1.382,77.9512195121951,4027887.0,100.0,15.208752478802452,0.0
0.0,SGP,Singapore,2004,8.5722052915981,3.1,1.556,79.490243902439,4166664.0,100.0,15.242626273604214,0.0
1.0,SGP,Singapore,2008,-3.41549269446281,2.8,1.631,80.790243902439,4839396.0,100.0,15.392300477517042,0.6931471805599453
2.0,SGP,Singapore,2012,1.90446223662212,2.8,1.932,81.9951219512195,5312437.0,100.0,15.485561233320963,1.0986122886681098
1.0,SGP,Singapore,2016,2.41021443466256,2.7,2.325,82.8463414634146,5607283.0,100.0,15.539576846455615,0.6931471805599453
0.0,SLE,Sierra Leone,1980,2.77392622981942,288.6,0.058,42.839,3272089.0,30.2130166916028,15.000939176823845,0.0
0.0,SLE,Sierra Leone,1984,1.83752207389294,274.8,0.075,43.561,3558758.0,31.7692237825286,15.084922165552188,0.0
0.0,SLE,Sierra Leone,1996,1.26843628467385,242.8,0.073,43.528,4199210.0,34.6993438070346,15.250406970323374,0.0
0.0,SLE,Sierra Leone,2004,2.93937041660126,200.6,0.031,47.485,5355717.0,36.5491283814755,15.493675146458466,0.0
0.0,SLE,Sierra Leone,2008,1.12905319443597,173.3,0.0155,50.693,5894722.0,37.8725951588418,15.589567932232615,0.0
0.0,SMR,San Marino,2012,-9.40251314800584,2.4,4.896,83.943,33469.0,97.0999984741211,10.41837491625679,0.0
0.0,SOM,"Somalia, Fed. Rep.",1984,-0.428395914894608,194.9,0.071,48.438,6428389.0,27.7224770306845,15.676234520498847,0.0
3.0,SRB,Serbia,2008,5.60952327700927,7.9,2.943,73.8853658536585,7350222.0,58.8944613226962,15.810241074814519,1.3862943611198906
4.0,SRB,Serbia,2012,0.040200455150412,7.1,3.047,74.8365853658537,7201497.0,59.3468437194824,15.789799479041276,1.6094379124341003
8.0,SRB,Serbia,2016,3.5158880281917,6.1,2.926,75.6878048780488,7058322.0,60.3853870034026,15.769717904165933,2.1972245773362196
0.0,STP,Sao Tome and Principe,1996,-0.0318143345786694,101.3,0.467,60.576,136962.0,49.3645396106862,11.827458794072687,0.0
0.0,STP,Sao Tome and Principe,2004,0.983351604603726,60.5,0.514,62.56,157705.0,57.8774845467458,11.968481478218962,0.0
0.0,SUR,Suriname,1984,-2.78476423596697,54.9,0.791,61.211,382193.0,66.1600272294813,12.853680995602273,0.0
0.0,SUR,Suriname,1996,-1.12297125235634,36.0,0.252,63.079,438830.0,66.5963972897263,12.991867373323327,0.0
0.0,SUR,Suriname,2000,0.016412852428175,31.1,0.401,64.409,476643.0,66.7015222141811,13.07452306198571,0.0
0.0,SUR,Suriname,2004,6.9146916825718,27.2,0.778,66.362,513923.0,66.743604713168,13.149828727767874,0.0
0.0,SUR,Suriname,2016,-5.90338246401519,20.0,1.087,70.979,587757.0,66.1426466980469,13.284068876157,0.0
5.0,SVK,Slovak Republic,2000,0.925761788954276,9.6,3.238,73.0512195121951,5388720.0,56.1058893284907,15.499818437874191,1.791759469228055
6.0,SVK,Slovak Republic,2004,5.41095986972041,8.6,3.151,73.9585365853659,5372280.0,55.5843833415875,15.496762957381623,1.9459101490553132
6.0,SVK,Slovak Republic,2008,5.27306126349816,7.4,3.369,74.7048780487805,5379233.0,54.895930446636,15.498056356918841,1.9459101490553132
4.0,SVK,Slovak Republic,2012,1.39646371759601,6.6,3.366,76.109756097561,5407579.0,54.2764528316182,15.503312046041517,1.6094379124341003
4.0,SVK,Slovak Republic,2016,1.81646959957402,6.1,3.476,77.1658536585366,5430798.0,53.7399327086517,15.507596642438328,1.6094379124341003
5.0,SWE,Sweden,1976,0.691238137203413,9.8,1.8,74.9692682926829,8222286.0,82.7897023826296,15.922358830558897,1.791759469228055
12.0,SWE,Sweden,1980,1.49373317290613,8.4,2.2,75.7409756097561,8310531.0,83.0882867174939,15.933034063707149,2.5649493574615367
19.0,SWE,Sweden,1984,4.13486530060632,7.7,2.6,76.8158536585366,8336605.0,83.0966927900602,15.93616661711715,2.995732273553991
11.0,SWE,Sweden,1988,2.08876053466133,7.3,2.8,76.9792682926829,8436489.0,83.2321207888848,15.948076784761444,2.4849066497880004
12.0,SWE,Sweden,1992,-1.73663035646904,6.2,3.468,77.9987804878049,8668067.0,83.6078889853357,15.975156371188579,2.5649493574615367
8.0,SWE,Sweden,1996,1.54298849078722,4.6,2.838,78.9590243902439,8840998.0,83.9365712484942,15.994910324169162,2.1972245773362196
12.0,SWE,Sweden,2000,4.46324425617721,4.1,3.026,79.6439024390244,8872109.0,84.0400009155273,15.998423093779971,2.5649493574615367
7.0,SWE,Sweden,2004,3.77065163055421,3.7,3.373,80.4975609756098,8993531.0,84.2670710494849,16.012016099078117,2.0794415416798357
5.0,SWE,Sweden,2008,-1.6919565204184,3.2,3.681,81.1,9219637.0,84.7517366727063,16.036846223824966,1.791759469228055
8.0,SWE,Sweden,2012,-1.14837721022437,3.0,3.967,81.7048780487805,9519374.0,85.6250668883122,16.068839648302987,2.1972245773362196
11.0,SWE,Sweden,2016,0.855975824436371,2.8,4.233,82.3073170731707,9923085.0,87.0,16.110374418817567,2.4849066497880004
0.0,SWZ,Eswatini,1996,1.80600304729556,87.1,0.151,53.296,989841.0,23.0616648391073,13.805299603151632,0.0
0.0,SWZ,Eswatini,2004,2.99348109442741,116.2,0.159,43.906,1073159.0,22.3077107838089,13.886117193300294,0.0
0.0,SWZ,Eswatini,2016,2.34965752297238,55.3,0.093,56.228,1149507.0,23.5278881746356,13.954843712771007,0.0
0.0,SYR,Syrian Arab Republic,1980,10.7274172750547,60.3,0.446,66.545,8957663.0,46.7329879694194,16.008019925037267,0.0
0.0,SYR,Syrian Arab Republic,2000,-1.80421522520456,23.2,1.347,70.856,16637888.0,51.876811612138,16.627193062224997,0.0
1.0,SYR,Syrian Arab Republic,2004,4.2935988060548,20.3,1.412,72.494,18336875.0,53.5,16.724424617689614,0.6931471805599453
0.0,SYR,Syrian Arab Republic,2008,0.843363715439807,19.0,1.419,73.368,21636564.0,54.5858464394493,16.8898952192987,0.0
0.0,SYR,Syrian Arab Republic,2016,-5.28022453338099,32.2,1.172,65.19,19193834.0,75.15400963398,16.77009963958631,0.0
1.0,THA,Thailand,1984,3.76302695681466,50.3,0.16,65.55,49351708.0,17.7013465942106,17.714482933173933,0.6931471805599453
1.0,THA,Thailand,1988,11.3728951000104,41.2,0.21,68.194,52969595.0,18.2800825523918,17.785228627654213,0.6931471805599453
8.0,THA,Thailand,2004,5.34116205951062,18.1,0.289,72.1,65452047.0,36.785516284484,17.996828325614146,2.1972245773362196
4.0,THA,Thailand,2008,0.947280170156503,15.3,0.311,74.221,67619830.0,41.8954507430475,18.029411841191756,1.6094379124341003
6.0,THA,Thailand,2016,2.96944155296718,11.5,0.433,76.769,70859841.0,47.8801095551247,18.076214413537947,1.9459101490553132
0.0,TJK,Tajikistan,1996,-18.3194300083395,104.0,1.972,60.806,6066523.0,27.769317170259,15.618296181779826,0.0
0.0,TJK,Tajikistan,2000,7.00808967496647,79.7,2.148,63.542,6284735.0,26.5355104669232,15.653634235235304,0.0
0.0,TJK,Tajikistan,2004,8.15635551136702,56.7,1.914,66.604,6790547.0,26.5327772632159,15.731042055936664,0.0
2.0,TJK,Tajikistan,2008,5.78378645390583,41.7,1.895,67.924,7338403.0,26.5306015116451,15.808631801985959,1.0986122886681098
1.0,TJK,Tajikistan,2012,4.96076448659319,33.6,1.697,69.13,8014084.0,26.4102249145508,15.896711051780395,0.6931471805599453
1.0,TJK,Tajikistan,2016,4.2256886170877,29.4,1.754,69.982,8865631.0,26.3718509674072,15.997692673750361,0.6931471805599453
0.0,TKM,Turkmenistan,1996,4.88281215588242,79.0,3.222,63.538,4263819.0,44.8415980584705,15.265675795521606,0.0
0.0,TKM,Turkmenistan,2000,3.38607015598539,69.7,2.708,64.931,4582677.0,46.0736689106993,15.337793883154646,0.0
0.0,TKM,Turkmenistan,2004,3.00488650007382,55.6,2.479,66.055,4958093.0,46.7375427392139,15.416531748964886,0.0
0.0,TKM,Turkmenistan,2008,12.5329864814578,46.0,2.126,67.584,5345029.0,46.8658106736347,15.491677528057995,0.0
0.0,TKM,Turkmenistan,2012,8.70665885774136,42.5,2.029,68.961,5808546.0,46.9603023107661,15.574840839332731,0.0
0.0,TKM,Turkmenistan,2016,3.79096200658724,43.3,1.959,69.142,6360041.0,47.0227025249994,15.665545381836406,0.0
0.0,TLS,Timor-Leste,2004,-0.917955727961413,91.7,0.082,60.743,929074.0,25.7040830077802,13.741943670167236,0.0
0.0,TLS,Timor-Leste,2008,8.42335661758385,76.8,0.037,62.858,1032429.0,28.8076745459306,13.847424836319723,0.0
0.0,TTO,Trinidad and Tobago,1980,9.00273729982064,40.3,0.726,66.507,1121744.0,52.3113065070108,13.930395175038544,0.0
0.0,TTO,Trinidad and Tobago,1984,-6.75126185963548,36.4,1.043,66.556,1172984.0,53.5829996999832,13.97506148730388,0.0
2.0,TTO,Trinidad and Tobago,1996,6.66021028344292,30.2,0.736,68.039,1300928.0,55.7836876407195,14.078588413918634,1.0986122886681098
2.0,TTO,Trinidad and Tobago,2000,6.49101487437005,28.8,0.966,68.629,1319774.0,55.9291468285602,14.092971067782873,1.0986122886681098
0.0,TUN,Tunisia,1992,5.56226775420092,50.0,0.587,69.684,8682512.0,59.8253634803163,15.976821445689822,0.0
1.0,TUN,Tunisia,1996,5.61085297467285,39.2,0.665,71.247,9294432.0,62.0784646432836,16.04492606914786,0.6931471805599453
0.0,TUN,Tunisia,2000,3.54145974209786,29.2,0.762,72.604,9764935.0,63.6166653822584,16.09430846584475,0.0
0.0,TUN,Tunisia,2004,5.24794746880204,22.7,1.311,73.519,10166163.0,64.9272741461338,16.13457541069873,0.0
1.0,TUN,Tunisia,2008,3.23983058347032,19.4,1.094,74.192,10542635.0,66.0676053984361,16.170938069832697,0.6931471805599453
3.0,TUN,Tunisia,2016,0.0084982715857364,18.1,1.258,75.007,11528674.0,68.0623356528248,16.26034788129522,1.3862943611198906
6.0,TUR,Turkiye,1992,3.26017406696464,65.2,0.983,68.603,57990118.0,52.7929785448463,17.875783174684145,1.9459101490553132
6.0,TUR,Turkiye,1996,5.55499104784674,50.0,1.116,70.245,61951134.0,55.7904438860013,17.941856470956637,1.9459101490553132
5.0,TUR,Turkiye,2000,5.62145840894716,37.4,1.303,71.931,65425961.0,58.9706120006403,17.99642969484731,1.791759469228055
11.0,TUR,Turkiye,2004,8.70602046453412,27.7,1.416,73.223,68592617.0,62.4388481173262,18.04369546299754,2.4849066497880004
7.0,TUR,Turkiye,2008,-0.349081731358567,20.6,1.581,74.38,71051678.0,66.513650890377,18.07891802939951,2.0794415416798357
5.0,TUR,Turkiye,2012,3.48010432023058,15.8,1.726,75.552,75175827.0,73.7788680234324,18.135340287776028,1.791759469228055
8.0,TUR,Turkiye,2016,1.9428315705164,12.6,1.774,76.595,79277962.0,88.1020958581776,18.188470741298378,2.1972245773362196
0.0,TUV,Tuvalu,2008,5.23011336110841,34.2,0.971,64.516,10321.0,52.8338644492855,9.241935933565934,0.0
0.0,UGA,Uganda,1984,-2.97662323233796,203.3,0.044,43.706,14607677.0,7.74254709862342,16.49705777040047,0.0
0.0,UGA,Uganda,2004,3.65117760961586,114.9,0.081,53.699,27154515.0,13.1221118400615,17.117053888860724,0.0
1.0,UGA,Uganda,2012,0.865151267915266,66.7,0.098,61.579,34337438.0,21.372369321253,17.35174680377792,0.6931471805599453
23.0,UKR,Ukraine,1996,-9.22795603769922,20.3,2.992,67.097,51226109.0,67.7194202781316,17.751759901440053,3.1780538303479458
23.0,UKR,Ukraine,2000,6.79706549402465,18.3,2.986,67.786,49556660.0,67.403857296906,17.718627219395284,3.1780538303479458
22.0,UKR,Ukraine,2004,12.5773931558428,15.1,2.968,67.472,47979507.0,67.5970968423685,17.6862845402084,3.1354942159291497
27.0,UKR,Ukraine,2008,2.77550904646171,12.9,3.074,68.262,46819175.0,68.3752085755346,17.661803399196867,3.332204510175204
20.0,UKR,Ukraine,2012,0.364275557578679,10.7,3.434,71.09,46210056.0,68.8241983107739,17.64870799470462,3.044522437723423
94.0,USA,United States,1976,4.39135849431463,17.9,1.3,72.8560975609756,218035000.0,73.6353974755378,19.20016615832523,4.553876891600541
94.0,USA,United States,1988,3.23533791731938,11.9,1.8,74.7658536585366,244499000.0,74.8477523305311,19.314721776891286,4.553876891600541
108.0,USA,United States,1992,2.09666863144402,10.5,1.9,75.6170731707317,256514000.0,75.8943317611462,19.362693801982303,4.6913478822291435
91.0,USA,United States,2000,2.92586254370109,8.4,2.596,76.6365853658537,282162411.0,79.0740897861327,19.45799338865284,4.5217885770490405
101.0,USA,United States,2004,2.89111091581917,8.1,2.711,77.4878048780488,292805298.0,79.9960936968363,19.495018434150026,4.624972813284271
2.0,UZB,Uzbekistan,1996,-0.191816644156489,68.3,3.14,64.78,23351981.0,44.2710582086815,16.96619237788095,1.0986122886681098
4.0,UZB,Uzbekistan,2000,2.53200282225691,61.5,2.961,65.456,24787054.0,47.6731005044,17.025832058708325,1.6094379124341003
5.0,UZB,Uzbekistan,2004,6.1359228663663,49.2,2.726,67.203,26029350.0,50.5696510233382,17.074735305471872,1.791759469228055
6.0,UZB,Uzbekistan,2008,7.36856523907177,35.9,2.617,69.035,27494774.0,51.7943572998047,17.129506508213964,1.9459101490553132
3.0,UZB,Uzbekistan,2012,5.49671909783243,25.2,2.461,70.411,29261903.0,51.3359680175781,17.191796989035385,1.3862943611198906
13.0,UZB,Uzbekistan,2016,4.11984456589953,18.5,2.298,71.58,31284568.0,50.6572189331055,17.25863549878482,2.6390573296152584
1.0,VEN,"Venezuela, RB",1976,4.63681158054499,52.0,0.904,67.266,13606284.0,76.6100746923834,16.426042302813503,0.6931471805599453
1.0,VEN,"Venezuela, RB",1980,-7.07519951043555,44.2,0.83,68.179,15258218.0,79.2095081665964,16.540628801117084,0.6931471805599453
3.0,VEN,"Venezuela, RB",1984,2.45984940470106,37.7,1.436,69.672,17008841.0,81.3384541743188,16.649243825660296,1.3862943611198906
0.0,VEN,"Venezuela, RB",1988,3.82343156974383,32.3,1.6,70.762,18871020.0,83.1289826177933,16.75313796993792,0.0
0.0,YEM,"Yemen, Rep.",1996,1.17123054361929,108.1,0.23,60.884,17313177.0,24.3989541605814,16.666978445840403,0.0
0.0,YEM,"Yemen, Rep.",2004,0.966767059770078,74.7,0.305,64.881,22095167.0,28.4506523754813,16.910869454789516,0.0
0.0,YEM,"Yemen, Rep.",2008,0.370978630255152,60.2,0.275,66.609,25111941.0,29.9646637170333,17.03885402802681,0.0
